client_id,full_name,phone,email,client_type
53,Timur Saparov,+77582311168,timur.saparov53@example.com,seller
54,Dias Nurpeis,+77937614087,dias.nurpeis54@example.com,buyer
55,Aidos Abilov,+77070847922,aidos.abilov55@example.com,seller
56,Nursultan Suleimen,+77821305438,nursultan.suleimen56@example.com,seller
57,Sara Suleimen,+77537368128,sara.suleimen57@example.com,seller
58,Erlan Suleimen,+77516729526,erlan.suleimen58@example.com,seller
59,Dias Akhmetov,+77847182332,dias.akhmetov59@example.com,buyer
60,Omir Kassenov,+77416483706,omir.kassenov60@example.com,buyer
61,Salem Rysbek,+77778801316,salem.rysbek61@example.com,seller
62,Marat Turarov,+77068110643,marat.turarov62@example.com,buyer
63,Diana Ibragimov,+77172163578,diana.ibragimov63@example.com,seller
64,Bek Akhmetov,+77031985809,bek.akhmetov64@example.com,seller
65,Azamat Ualikhanova,+77111206782,azamat.ualikhanova65@example.com,seller
66,Aigerim Kassenov,+77204165230,aigerim.kassenov66@example.com,seller
67,Laila Turarov,+77799563204,laila.turarov67@example.com,seller
68,Bek Amanzholov,+77827682093,bek.amanzholov68@example.com,seller
69,Azamat Ibragimov,+77689908527,azamat.ibragimov69@example.com,seller
70,Aigerim Sadykova,+77039062171,aigerim.sadykova70@example.com,seller
71,Aigerim Mukhtarov,+77613041404,aigerim.mukhtarov71@example.com,seller
72,Aidos Akhmetov,+77696554388,aidos.akhmetov72@example.com,seller
73,Zhanar Mukhtarov,+77338411395,zhanar.mukhtarov73@example.com,seller
74,Dias Nurpeis,+77905188399,dias.nurpeis74@example.com,seller
75,Marat Iskakov,+77602811853,marat.iskakov75@example.com,buyer
76,Laila Nurpeis,+77508341388,laila.nurpeis76@example.com,seller
77,Salem Amanzholov,+77779433140,salem.amanzholov77@example.com,seller
78,Arman Zhumanov,+77870621341,arman.zhumanov78@example.com,buyer
79,Sara Abilov,+77335069915,sara.abilov79@example.com,seller
80,Timur Sadykova,+77921975845,timur.sadykova80@example.com,seller
81,Madina Saparov,+77713848970,madina.saparov81@example.com,buyer
82,Kamila Bekturov,+77164321971,kamila.bekturov82@example.com,seller
83,Sara Ualikhanova,+77079883432,sara.ualikhanova83@example.com,seller
84,Dias Amanov,+77331126013,dias.amanov84@example.com,seller
85,Zhanar Mukhtarov,+77028075963,zhanar.mukhtarov85@example.com,seller
86,Sara Kassenov,+77764289767,sara.kassenov86@example.com,seller
87,Diana Iskakov,+77647365830,diana.iskakov87@example.com,buyer
88,Omir Suleimen,+77102174331,omir.suleimen88@example.com,seller
89,Sara Ibragimov,+77953921247,sara.ibragimov89@example.com,seller
90,Nursultan Nurlybai,+77227966627,nursultan.nurlybai90@example.com,seller
91,Rustem Sadykova,+77296905612,rustem.sadykova91@example.com,seller
92,Salem Amanzholov,+77980297515,salem.amanzholov92@example.com,seller
93,Salem Nurlybai,+77934477954,salem.nurlybai93@example.com,seller
94,Salem Saparov,+77107842029,salem.saparov94@example.com,seller
95,Madina Saparov,+77986595127,madina.saparov95@example.com,seller
96,Dias Ibragimov,+77288888289,dias.ibragimov96@example.com,seller
97,Diana Turarov,+77101269922,diana.turarov97@example.com,seller
98,Arman Amanov,+77045660707,arman.amanov98@example.com,seller
99,Omir Bekturov,+77581929857,omir.bekturov99@example.com,buyer
100,Kamila Kassenov,+77634424489,kamila.kassenov0@example.com,buyer
101,Dias Ibragimov,+77180796443,dias.ibragimov1@example.com,buyer
102,Laila Suleimen,+77677358085,laila.suleimen2@example.com,seller
103,Bek Yermekova,+77782487908,bek.yermekova3@example.com,seller
104,Nursultan Iskakov,+77256180343,nursultan.iskakov4@example.com,seller
105,Aidos Iskakov,+77939602204,aidos.iskakov5@example.com,seller
106,Laila Yermekova,+77528981921,laila.yermekova6@example.com,buyer
107,Madina Ualikhanova,+77226567597,madina.ualikhanova7@example.com,seller
108,Aigerim Iskakov,+77314291003,aigerim.iskakov8@example.com,seller
109,Diana Bekturov,+77634334597,diana.bekturov9@example.com,seller
110,Laila Saparov,+77289223354,laila.saparov10@example.com,seller
111,Marat Suleimen,+77759032780,marat.suleimen11@example.com,seller
112,Kamila Zhumanov,+77534376866,kamila.zhumanov12@example.com,buyer
113,Arman Bekturov,+77634299414,arman.bekturov13@example.com,seller
114,Kamila Nurpeis,+77619136728,kamila.nurpeis14@example.com,seller
115,Laila Suleimen,+77720506291,laila.suleimen15@example.com,seller
116,Diana Sadykova,+77247879360,diana.sadykova16@example.com,seller
117,Madina Turarov,+77734512606,madina.turarov17@example.com,seller
118,Diana Yermekova,+77296942296,diana.yermekova18@example.com,buyer
119,Laila Mukhtarov,+77699921828,laila.mukhtarov19@example.com,seller
120,Arman Mukhtarov,+77443837453,arman.mukhtarov20@example.com,seller
121,Sara Yermekova,+77480042598,sara.yermekova21@example.com,seller
122,Diana Suleimen,+77932868125,diana.suleimen22@example.com,seller
123,Sara Ualikhanova,+77406652481,sara.ualikhanova23@example.com,seller
124,Gulnara Yermekova,+77921008738,gulnara.yermekova24@example.com,seller
125,Aigerim Bekturov,+77379222193,aigerim.bekturov25@example.com,seller
126,Rustem Amanov,+77524966887,rustem.amanov26@example.com,seller
127,Zhanar Sadykova,+77270702411,zhanar.sadykova27@example.com,seller
128,Zhanar Zhaksybek,+77170300931,zhanar.zhaksybek28@example.com,seller
129,Madina Zhaksybek,+77562943505,madina.zhaksybek29@example.com,seller
130,Aigerim Ualikhanova,+77118558797,aigerim.ualikhanova30@example.com,seller
131,Diana Saparov,+77299926247,diana.saparov31@example.com,buyer
132,Zhanar Mukhtarov,+77508131097,zhanar.mukhtarov32@example.com,buyer
133,Laila Zhaksybek,+77373493559,laila.zhaksybek33@example.com,seller
134,Rustem Zhaksybek,+77215740509,rustem.zhaksybek34@example.com,seller
135,Bek Bekturov,+77289523201,bek.bekturov35@example.com,seller
136,Bek Abilov,+77470437742,bek.abilov36@example.com,seller
137,Aidos Abilov,+77692800081,aidos.abilov37@example.com,seller
138,Azamat Abilov,+77592433358,azamat.abilov38@example.com,seller
139,Arman Rysbek,+77774428419,arman.rysbek39@example.com,seller
140,Erlan Rysbek,+77740782918,erlan.rysbek40@example.com,seller
141,Kamila Iskakov,+77858415072,kamila.iskakov41@example.com,seller
142,Azamat Mukhtarov,+77067611134,azamat.mukhtarov42@example.com,seller
143,Rustem Saparov,+77270688991,rustem.saparov43@example.com,seller
144,Salem Zhumanov,+77616771979,salem.zhumanov44@example.com,buyer
145,Bek Iskakov,+77003619410,bek.iskakov45@example.com,buyer
146,Aidos Ibragimov,+77825163204,aidos.ibragimov46@example.com,seller
147,Laila Ibragimov,+77001568217,laila.ibragimov47@example.com,seller
148,Aigerim Kassenov,+77116464728,aigerim.kassenov48@example.com,seller
149,Zhanar Rysbek,+77747353229,zhanar.rysbek49@example.com,seller
150,Laila Yermekova,+77675219370,laila.yermekova50@example.com,seller
151,Marat Nurlybai,+77605614022,marat.nurlybai51@example.com,seller
152,Arman Bekturov,+77506649882,arman.bekturov52@example.com,seller
153,Rustem Ibragimov,+77049181057,rustem.ibragimov53@example.com,seller
154,Omir Amanov,+77814891152,omir.amanov54@example.com,seller
155,Salem Ibragimov,+77529516369,salem.ibragimov55@example.com,buyer
156,Zhanar Amanzholov,+77017643054,zhanar.amanzholov56@example.com,seller
157,Arman Nurlybai,+77961992473,arman.nurlybai57@example.com,buyer
158,Rustem Ualikhanova,+77930452650,rustem.ualikhanova58@example.com,seller
159,Aigerim Zhaksybek,+77442768047,aigerim.zhaksybek59@example.com,buyer
160,Arman Amanzholov,+77473822048,arman.amanzholov60@example.com,seller
161,Rustem Yermekova,+77234580870,rustem.yermekova61@example.com,seller
162,Arman Sadykova,+77275368117,arman.sadykova62@example.com,seller
163,Laila Ualikhanova,+77129146938,laila.ualikhanova63@example.com,seller
164,Laila Zhaksybek,+77958961763,laila.zhaksybek64@example.com,seller
165,Dias Ibragimov,+77991672690,dias.ibragimov65@example.com,buyer
166,Marat Suleimen,+77100405760,marat.suleimen66@example.com,seller
167,Marat Amanzholov,+77801459940,marat.amanzholov67@example.com,buyer
168,Madina Amanov,+77739804571,madina.amanov68@example.com,seller
169,Salem Kassenov,+77705767298,salem.kassenov69@example.com,seller
170,Bek Yermekova,+77854400296,bek.yermekova70@example.com,seller
171,Sara Suleimen,+77095251839,sara.suleimen71@example.com,buyer
172,Laila Rysbek,+77000099764,laila.rysbek72@example.com,seller
173,Omir Akhmetov,+77808879120,omir.akhmetov73@example.com,seller
174,Salem Kassenov,+77028882976,salem.kassenov74@example.com,buyer
175,Laila Mukhtarov,+77716506411,laila.mukhtarov75@example.com,seller
176,Aigerim Kassenov,+77882952963,aigerim.kassenov76@example.com,seller
177,Rustem Sadykova,+77786451710,rustem.sadykova77@example.com,seller
178,Aigerim Yermekova,+77212219350,aigerim.yermekova78@example.com,seller
179,Timur Zhaksybek,+77065793697,timur.zhaksybek79@example.com,seller
180,Rustem Zhumanov,+77144434425,rustem.zhumanov80@example.com,seller
181,Arman Yermekova,+77393679292,arman.yermekova81@example.com,seller
182,Zhanar Nurpeis,+77738645398,zhanar.nurpeis82@example.com,seller
183,Nursultan Amanov,+77405966906,nursultan.amanov83@example.com,seller
184,Nursultan Akhmetov,+77037720016,nursultan.akhmetov84@example.com,seller
185,Zhanar Suleimen,+77091082624,zhanar.suleimen85@example.com,seller
186,Aigerim Turarov,+77165076747,aigerim.turarov86@example.com,seller
187,Arman Ualikhanova,+77246162961,arman.ualikhanova87@example.com,buyer
188,Kamila Iskakov,+77766353495,kamila.iskakov88@example.com,seller
189,Gulnara Kassenov,+77889890958,gulnara.kassenov89@example.com,seller
190,Gulnara Ualikhanova,+77184828560,gulnara.ualikhanova90@example.com,seller
191,Kamila Ibragimov,+77279418400,kamila.ibragimov91@example.com,seller
192,Aidos Yermekova,+77435741785,aidos.yermekova92@example.com,seller
193,Azamat Amanzholov,+77499148625,azamat.amanzholov93@example.com,buyer
194,Laila Suleimen,+77855344669,laila.suleimen94@example.com,seller
195,Madina Abilov,+77791351561,madina.abilov95@example.com,seller
196,Salem Amanov,+77423706090,salem.amanov96@example.com,seller
197,Madina Iskakov,+77193050830,madina.iskakov97@example.com,seller
198,Diana Abilov,+77974958933,diana.abilov98@example.com,seller
199,Erlan Zhumanov,+77583761760,erlan.zhumanov99@example.com,seller
200,Rustem Amanzholov,+77593003241,rustem.amanzholov0@example.com,seller
201,Sara Iskakov,+77577207606,sara.iskakov1@example.com,seller
202,Kamila Rysbek,+77356563737,kamila.rysbek2@example.com,buyer
203,Nursultan Sadykova,+77459261608,nursultan.sadykova3@example.com,seller
204,Aigerim Nurpeis,+77862075155,aigerim.nurpeis4@example.com,buyer
205,Dias Iskakov,+77158722903,dias.iskakov5@example.com,seller
206,Dias Ualikhanova,+77774081780,dias.ualikhanova6@example.com,seller
207,Sara Zhaksybek,+77176775091,sara.zhaksybek7@example.com,seller
208,Sara Mukhtarov,+77035547424,sara.mukhtarov8@example.com,seller
209,Aidos Mukhtarov,+77926516552,aidos.mukhtarov9@example.com,seller
210,Dias Ibragimov,+77177085723,dias.ibragimov10@example.com,buyer
211,Dias Yermekova,+77516233458,dias.yermekova11@example.com,seller
212,Gulnara Amanzholov,+77695299064,gulnara.amanzholov12@example.com,seller
213,Madina Zhumanov,+77027746847,madina.zhumanov13@example.com,seller
214,Omir Ibragimov,+77406996530,omir.ibragimov14@example.com,seller
215,Erlan Saparov,+77808022221,erlan.saparov15@example.com,seller
216,Kamila Kassenov,+77091311474,kamila.kassenov16@example.com,seller
217,Marat Nurlybai,+77579834925,marat.nurlybai17@example.com,seller
218,Timur Amanov,+77560731775,timur.amanov18@example.com,seller
219,Diana Kassenov,+77885146609,diana.kassenov19@example.com,seller
220,Erlan Zhumanov,+77846441270,erlan.zhumanov20@example.com,seller
221,Sara Bekturov,+77503450047,sara.bekturov21@example.com,seller
222,Erlan Ualikhanova,+77501773279,erlan.ualikhanova22@example.com,seller
223,Madina Zhumanov,+77052455667,madina.zhumanov23@example.com,seller
224,Kamila Abilov,+77405762456,kamila.abilov24@example.com,seller
225,Sara Turarov,+77388121954,sara.turarov25@example.com,seller
226,Erlan Nurpeis,+77435062311,erlan.nurpeis26@example.com,seller
227,Laila Suleimen,+77253190231,laila.suleimen27@example.com,seller
228,Diana Rysbek,+77549414976,diana.rysbek28@example.com,seller
229,Sara Akhmetov,+77710091140,sara.akhmetov29@example.com,seller
230,Omir Saparov,+77882162888,omir.saparov30@example.com,seller
231,Laila Bekturov,+77783401703,laila.bekturov31@example.com,buyer
232,Salem Sadykova,+77671106793,salem.sadykova32@example.com,seller
233,Madina Ualikhanova,+77223248659,madina.ualikhanova33@example.com,seller
234,Zhanar Zhumanov,+77919150504,zhanar.zhumanov34@example.com,seller
235,Marat Akhmetov,+77844522875,marat.akhmetov35@example.com,seller
236,Marat Iskakov,+77198391447,marat.iskakov36@example.com,buyer
237,Dias Sadykova,+77287559535,dias.sadykova37@example.com,buyer
238,Arman Bekturov,+77271458160,arman.bekturov38@example.com,seller
239,Salem Iskakov,+77792965011,salem.iskakov39@example.com,seller
240,Kamila Rysbek,+77920138500,kamila.rysbek40@example.com,seller
241,Salem Amanov,+77535203625,salem.amanov41@example.com,seller
242,Erlan Yermekova,+77405968811,erlan.yermekova42@example.com,seller
243,Erlan Turarov,+77429183966,erlan.turarov43@example.com,seller
244,Rustem Nurpeis,+77722628024,rustem.nurpeis44@example.com,buyer
245,Diana Bekturov,+77664726382,diana.bekturov45@example.com,seller
246,Nursultan Iskakov,+77613558011,nursultan.iskakov46@example.com,seller
247,Zhanar Saparov,+77170287792,zhanar.saparov47@example.com,buyer
248,Rustem Ualikhanova,+77812263630,rustem.ualikhanova48@example.com,seller
249,Omir Iskakov,+77462663590,omir.iskakov49@example.com,seller
250,Arman Saparov,+77835687722,arman.saparov50@example.com,seller
251,Dias Zhaksybek,+77937853565,dias.zhaksybek51@example.com,buyer
252,Azamat Saparov,+77678210041,azamat.saparov52@example.com,seller
253,Nursultan Akhmetov,+77805620942,nursultan.akhmetov53@example.com,seller
254,Timur Sadykova,+77200348505,timur.sadykova54@example.com,seller
255,Rustem Akhmetov,+77364997824,rustem.akhmetov55@example.com,buyer
256,Timur Yermekova,+77929289220,timur.yermekova56@example.com,seller
257,Dias Amanov,+77405091795,dias.amanov57@example.com,seller
258,Zhanar Rysbek,+77926729585,zhanar.rysbek58@example.com,seller
259,Erlan Nurlybai,+77874801011,erlan.nurlybai59@example.com,seller
260,Rustem Suleimen,+77395536203,rustem.suleimen60@example.com,buyer
261,Salem Iskakov,+77557000250,salem.iskakov61@example.com,seller
262,Kamila Ibragimov,+77778993962,kamila.ibragimov62@example.com,seller
263,Gulnara Zhumanov,+77893088374,gulnara.zhumanov63@example.com,seller
264,Sara Sadykova,+77311058912,sara.sadykova64@example.com,seller
265,Timur Abilov,+77219730389,timur.abilov65@example.com,buyer
266,Aigerim Akhmetov,+77208659087,aigerim.akhmetov66@example.com,seller
267,Laila Ibragimov,+77948629694,laila.ibragimov67@example.com,seller
268,Azamat Abilov,+77866192895,azamat.abilov68@example.com,buyer
269,Arman Turarov,+77101549009,arman.turarov69@example.com,seller
270,Erlan Zhaksybek,+77774438142,erlan.zhaksybek70@example.com,buyer
271,Salem Sadykova,+77651177700,salem.sadykova71@example.com,seller
272,Rustem Nurlybai,+77098160064,rustem.nurlybai72@example.com,seller
273,Bek Yermekova,+77144640503,bek.yermekova73@example.com,seller
274,Sara Abilov,+77042102640,sara.abilov74@example.com,seller
275,Madina Turarov,+77090049667,madina.turarov75@example.com,seller
276,Sara Bekturov,+77102335967,sara.bekturov76@example.com,seller
277,Erlan Ualikhanova,+77836351832,erlan.ualikhanova77@example.com,buyer
278,Aidos Kassenov,+77224093733,aidos.kassenov78@example.com,buyer
279,Aidos Nurlybai,+77114617417,aidos.nurlybai79@example.com,seller
280,Zhanar Suleimen,+77590279296,zhanar.suleimen80@example.com,seller
281,Marat Iskakov,+77992488004,marat.iskakov81@example.com,buyer
282,Rustem Bekturov,+77358470811,rustem.bekturov82@example.com,seller
283,Bek Rysbek,+77783038200,bek.rysbek83@example.com,seller
284,Marat Suleimen,+77778224060,marat.suleimen84@example.com,seller
285,Aidos Zhumanov,+77730274097,aidos.zhumanov85@example.com,seller
286,Azamat Akhmetov,+77654706152,azamat.akhmetov86@example.com,seller
287,Diana Sadykova,+77081874897,diana.sadykova87@example.com,seller
288,Marat Turarov,+77868134885,marat.turarov88@example.com,seller
289,Erlan Nurlybai,+77307987994,erlan.nurlybai89@example.com,seller
290,Salem Saparov,+77242498240,salem.saparov90@example.com,seller
291,Azamat Iskakov,+77512547316,azamat.iskakov91@example.com,seller
292,Aidos Nurlybai,+77149565423,aidos.nurlybai92@example.com,seller
293,Aigerim Kassenov,+77875042053,aigerim.kassenov93@example.com,seller
294,Aigerim Zhumanov,+77646354547,aigerim.zhumanov94@example.com,seller
295,Dias Abilov,+77484571024,dias.abilov95@example.com,seller
296,Sara Ibragimov,+77449112898,sara.ibragimov96@example.com,seller
297,Dias Rysbek,+77039173177,dias.rysbek97@example.com,seller
298,Diana Iskakov,+77575638394,diana.iskakov98@example.com,seller
299,Madina Akhmetov,+77676970557,madina.akhmetov99@example.com,buyer
300,Sara Abilov,+77528684193,sara.abilov0@example.com,seller
301,Zhanar Ualikhanova,+77849041920,zhanar.ualikhanova1@example.com,seller
302,Erlan Suleimen,+77125104500,erlan.suleimen2@example.com,seller
303,Zhanar Mukhtarov,+77045267360,zhanar.mukhtarov3@example.com,buyer
304,Madina Iskakov,+77950194225,madina.iskakov4@example.com,buyer
305,Omir Bekturov,+77427167042,omir.bekturov5@example.com,seller
306,Aidos Bekturov,+77165347454,aidos.bekturov6@example.com,seller
307,Dias Ibragimov,+77800110851,dias.ibragimov7@example.com,seller
308,Arman Kassenov,+77824198469,arman.kassenov8@example.com,seller
309,Kamila Ibragimov,+77382032339,kamila.ibragimov9@example.com,seller
310,Zhanar Iskakov,+77590870883,zhanar.iskakov10@example.com,seller
311,Zhanar Nurlybai,+77116794851,zhanar.nurlybai11@example.com,seller
312,Bek Ualikhanova,+77819320828,bek.ualikhanova12@example.com,buyer
313,Marat Yermekova,+77563169142,marat.yermekova13@example.com,seller
314,Timur Sadykova,+77124369980,timur.sadykova14@example.com,buyer
315,Timur Amanzholov,+77005324697,timur.amanzholov15@example.com,seller
316,Aigerim Ibragimov,+77320447786,aigerim.ibragimov16@example.com,buyer
317,Bek Amanzholov,+77790980624,bek.amanzholov17@example.com,seller
318,Zhanar Sadykova,+77227591123,zhanar.sadykova18@example.com,seller
319,Omir Zhumanov,+77777235902,omir.zhumanov19@example.com,seller
320,Madina Suleimen,+77716213440,madina.suleimen20@example.com,seller
321,Gulnara Mukhtarov,+77650346154,gulnara.mukhtarov21@example.com,seller
322,Erlan Akhmetov,+77606086216,erlan.akhmetov22@example.com,buyer
323,Timur Saparov,+77616421753,timur.saparov23@example.com,seller
324,Aidos Zhaksybek,+77274066171,aidos.zhaksybek24@example.com,seller
325,Azamat Zhumanov,+77758235280,azamat.zhumanov25@example.com,seller
326,Marat Nurlybai,+77867658619,marat.nurlybai26@example.com,seller
327,Timur Amanzholov,+77689073086,timur.amanzholov27@example.com,seller
328,Dias Iskakov,+77317341731,dias.iskakov28@example.com,seller
329,Salem Akhmetov,+77621996718,salem.akhmetov29@example.com,seller
330,Laila Abilov,+77157766879,laila.abilov30@example.com,seller
331,Laila Suleimen,+77316117648,laila.suleimen31@example.com,seller
332,Erlan Saparov,+77611476141,erlan.saparov32@example.com,seller
333,Nursultan Yermekova,+77116345156,nursultan.yermekova33@example.com,seller
334,Rustem Saparov,+77838085684,rustem.saparov34@example.com,buyer
335,Zhanar Bekturov,+77605499264,zhanar.bekturov35@example.com,seller
336,Zhanar Zhumanov,+77751273091,zhanar.zhumanov36@example.com,seller
337,Salem Amanov,+77166430856,salem.amanov37@example.com,seller
338,Arman Zhaksybek,+77820115002,arman.zhaksybek38@example.com,seller
339,Aidos Zhaksybek,+77186739407,aidos.zhaksybek39@example.com,buyer
340,Timur Amanzholov,+77777819947,timur.amanzholov40@example.com,seller
341,Erlan Zhumanov,+77236649855,erlan.zhumanov41@example.com,seller
342,Marat Akhmetov,+77698135755,marat.akhmetov42@example.com,seller
343,Erlan Nurpeis,+77705726665,erlan.nurpeis43@example.com,buyer
344,Timur Mukhtarov,+77963415707,timur.mukhtarov44@example.com,seller
345,Zhanar Suleimen,+77152961256,zhanar.suleimen45@example.com,seller
346,Sara Mukhtarov,+77589755049,sara.mukhtarov46@example.com,seller
347,Azamat Nurlybai,+77819378040,azamat.nurlybai47@example.com,seller
348,Salem Nurpeis,+77466160259,salem.nurpeis48@example.com,seller
349,Dias Amanzholov,+77410635261,dias.amanzholov49@example.com,seller
350,Omir Ualikhanova,+77676836206,omir.ualikhanova50@example.com,buyer
351,Aigerim Mukhtarov,+77603221779,aigerim.mukhtarov51@example.com,seller
352,Zhanar Suleimen,+77721566976,zhanar.suleimen52@example.com,buyer
353,Aigerim Iskakov,+77336827097,aigerim.iskakov53@example.com,seller
354,Arman Rysbek,+77905494901,arman.rysbek54@example.com,seller
355,Kamila Bekturov,+77581396928,kamila.bekturov55@example.com,seller
356,Rustem Nurlybai,+77855002961,rustem.nurlybai56@example.com,seller
357,Erlan Rysbek,+77672206706,erlan.rysbek57@example.com,seller
358,Aidos Kassenov,+77513696693,aidos.kassenov58@example.com,seller
359,Aidos Mukhtarov,+77716954954,aidos.mukhtarov59@example.com,seller
360,Marat Bekturov,+77974247855,marat.bekturov60@example.com,seller
361,Dias Sadykova,+77125395804,dias.sadykova61@example.com,seller
362,Erlan Yermekova,+77080591562,erlan.yermekova62@example.com,seller
363,Aigerim Zhumanov,+77359532761,aigerim.zhumanov63@example.com,seller
364,Madina Turarov,+77402858736,madina.turarov64@example.com,seller
365,Marat Rysbek,+77086011482,marat.rysbek65@example.com,seller
366,Marat Turarov,+77921095266,marat.turarov66@example.com,seller
367,Madina Zhaksybek,+77437862298,madina.zhaksybek67@example.com,seller
368,Erlan Yermekova,+77936131773,erlan.yermekova68@example.com,seller
369,Zhanar Nurpeis,+77054008326,zhanar.nurpeis69@example.com,seller
370,Rustem Rysbek,+77290040763,rustem.rysbek70@example.com,seller
371,Bek Zhaksybek,+77475340078,bek.zhaksybek71@example.com,seller
372,Azamat Kassenov,+77062472440,azamat.kassenov72@example.com,seller
373,Diana Bekturov,+77819228886,diana.bekturov73@example.com,seller
374,Diana Zhumanov,+77147309981,diana.zhumanov74@example.com,seller
375,Aidos Amanzholov,+77857562163,aidos.amanzholov75@example.com,buyer
376,Bek Amanov,+77990879984,bek.amanov76@example.com,seller
377,Madina Kassenov,+77607116575,madina.kassenov77@example.com,buyer
378,Kamila Mukhtarov,+77426574971,kamila.mukhtarov78@example.com,seller
379,Dias Yermekova,+77213072521,dias.yermekova79@example.com,buyer
380,Gulnara Abilov,+77095763645,gulnara.abilov80@example.com,buyer
381,Sara Akhmetov,+77767638331,sara.akhmetov81@example.com,seller
382,Aigerim Akhmetov,+77983353572,aigerim.akhmetov82@example.com,seller
383,Arman Zhaksybek,+77584851504,arman.zhaksybek83@example.com,seller
384,Gulnara Mukhtarov,+77220027996,gulnara.mukhtarov84@example.com,buyer
385,Arman Turarov,+77647388120,arman.turarov85@example.com,seller
386,Aidos Bekturov,+77120924833,aidos.bekturov86@example.com,seller
387,Zhanar Abilov,+77886016715,zhanar.abilov87@example.com,seller
388,Diana Zhaksybek,+77532305451,diana.zhaksybek88@example.com,seller
389,Azamat Suleimen,+77204426702,azamat.suleimen89@example.com,seller
390,Gulnara Turarov,+77957134047,gulnara.turarov90@example.com,seller
391,Timur Rysbek,+77636251119,timur.rysbek91@example.com,buyer
392,Nursultan Nurlybai,+77346842944,nursultan.nurlybai92@example.com,seller
393,Diana Bekturov,+77315697820,diana.bekturov93@example.com,seller
394,Arman Ualikhanova,+77295699678,arman.ualikhanova94@example.com,seller
395,Madina Abilov,+77485050672,madina.abilov95@example.com,buyer
